churn_intent,satisfaction_score,nps,engagement_count,services_count,loyalty_tier,tenure_months,avg_monthly_spend,upgrade_willingness,value_for_money,pref_channel,network_quality_score,service_quality_score,plan_flexibility,retention_incentives,pain_points,digital_literacy,income_bracket,age_group,payment_method,multi_sim_usage,price_quality_weight,churn_flag
3,5.7,5,13,1,Platinum,21,44.33,3,5,Email,2,5,1,"Extra data, Loyalty points",Hidden fees,Intermediate,5-10k,35-44,Cash,No,2,0
1,8.0,7,19,3,Bronze,40,33.51,5,4,App push,2,5,5,"Extra data, Loyalty points, Streaming subscription",,Intermediate,5-10k,35-44,Wallet,Yes,9,0
4,9.6,9,16,4,Bronze,16,44.16,5,4,Email,3,3,4,"Extra data, Loyalty points","Hidden fees, Dropped calls",Beginner,<5k,25-34,Credit card,No,4,1
1,7.8,9,12,4,Silver,40,13.53,3,2,App push,1,5,1,"Loyalty points, Device upgrade","Billing errors, Poor support, Dropped calls",Advanced,20k+,18-24,Debit card,Yes,3,0
5,6.7,8,131,4,Gold,52,10.74,2,1,App push,5,4,4,"Price discount, Streaming subscription","Poor support, Billing errors",Advanced,5-10k,25-34,Credit card,No,8,1
1,7.2,8,12,2,Silver,33,26.75,5,4,Email,5,4,2,"Device upgrade, Price discount, Extra data",,Advanced,5-10k,25-34,Credit card,No,7,0
4,5.2,7,13,1,Gold,23,25.48,1,3,Phone call,2,4,3,"Price discount, Streaming subscription, Loyalty points",,Intermediate,5-10k,35-44,Cash,Yes,4,1
1,8.2,7,12,1,Gold,1,18.19,5,2,SMS,5,4,4,Extra data,,Intermediate,5-10k,35-44,Debit card,No,3,0
1,8.6,10,17,2,Bronze,10,38.64,4,4,SMS,3,5,5,Loyalty points,Dropped calls,Advanced,10-20k,25-34,Credit card,Yes,6,0
5,6.5,8,9,3,Silver,92,8.81,2,1,Email,4,4,1,"Streaming subscription, Extra data, Device upgrade",Billing errors,Beginner,5-10k,55+,Credit card,No,3,1
3,6.4,7,9,1,Silver,29,18.28,1,2,App push,3,5,3,Price discount,,Beginner,20k+,35-44,Auto-pay,Yes,3,0
1,7.6,10,9,3,Gold,12,18.79,2,3,App push,4,5,3,"Extra data, Loyalty points, Streaming subscription",Poor support,Advanced,5-10k,25-34,Wallet,No,6,0
2,6.5,5,15,2,Bronze,5,9.97,2,1,Email,3,5,2,"Loyalty points, Extra data","Hidden fees, Poor support",Advanced,20k+,18-24,Wallet,No,4,0
1,7.1,6,16,2,Bronze,21,55.82,5,5,SMS,4,2,2,Device upgrade,"Poor support, Dropped calls, Slow data",Advanced,20k+,18-24,Debit card,No,7,0
1,10.0,9,16,3,Silver,28,11.62,5,2,SMS,4,5,1,"Price discount, Extra data","Billing errors, Dropped calls",Advanced,<5k,25-34,Cash,Yes,10,0
2,6.8,8,5,2,Silver,12,17.75,5,1,App push,5,4,4,"Streaming subscription, Device upgrade, Extra data",Slow data,Advanced,20k+,18-24,Debit card,No,6,0
2,6.6,5,10,3,Silver,24,40.42,1,2,App push,2,3,3,"Price discount, Device upgrade","Billing errors, Slow data, Hidden fees",Advanced,<5k,18-24,Credit card,No,6,0
3,6.2,7,16,1,Silver,45,35.0,5,4,App push,2,3,1,"Loyalty points, Price discount, Extra data","Slow data, Poor support",Advanced,10-20k,25-34,Debit card,No,10,0
4,8.4,10,22,3,Bronze,9,13.34,4,3,App push,2,4,5,"Extra data, Price discount, Loyalty points",Hidden fees,Intermediate,5-10k,18-24,Debit card,No,3,1
4,6.9,8,16,1,Silver,12,35.71,4,3,App push,5,5,5,,,Intermediate,20k+,45-54,Credit card,No,9,1
4,6.2,7,19,1,Silver,3,28.77,1,1,SMS,2,4,3,Loyalty points,"Hidden fees, Poor support",Advanced,20k+,18-24,Wallet,No,9,1
1,9.3,8,20,3,Gold,46,88.51,4,1,Email,5,5,2,Streaming subscription,"Dropped calls, Hidden fees, Billing errors",Beginner,10-20k,25-34,Credit card,No,8,0
1,9.5,8,21,4,Bronze,14,30.64,5,3,App push,4,2,4,"Extra data, Price discount",Hidden fees,Advanced,10-20k,25-34,Debit card,Yes,9,0
2,6.2,8,12,2,Gold,58,22.7,4,5,Email,4,4,2,"Loyalty points, Streaming subscription","Poor support, Slow data",Beginner,5-10k,55+,Credit card,No,7,0
1,4.2,5,19,2,Silver,1,15.32,2,5,SMS,4,5,2,"Device upgrade, Loyalty points, Extra data",Billing errors,Advanced,<5k,18-24,Debit card,No,5,0
1,8.8,9,12,2,Bronze,25,16.29,5,1,Phone call,3,5,4,Loyalty points,"Poor support, Billing errors",Advanced,5-10k,25-34,Credit card,Yes,9,0
5,6.1,6,16,2,Gold,30,15.58,1,3,App push,3,3,1,"Loyalty points, Extra data",,Beginner,<5k,55+,Credit card,No,9,1
1,8.5,6,15,3,Bronze,29,52.15,5,5,Email,4,4,1,"Price discount, Extra data","Hidden fees, Poor support, Billing errors",Intermediate,10-20k,45-54,Debit card,No,9,0
4,4.0,3,21,3,Platinum,36,24.78,2,2,App push,4,3,1,Extra data,Dropped calls,Intermediate,5-10k,45-54,Debit card,No,6,1
1,8.6,10,14,1,Gold,23,33.48,2,5,Phone call,3,4,1,"Device upgrade, Extra data, Price discount","Slow data, Poor support, Dropped calls",Advanced,20k+,25-34,Debit card,Yes,4,0
5,5.3,4,15,2,Bronze,22,56.42,1,1,SMS,2,5,1,"Price discount, Streaming subscription, Loyalty points","Poor support, Billing errors, Hidden fees",Advanced,10-20k,18-24,Credit card,Yes,6,1
2,8.4,9,15,3,Bronze,4,6.7,2,5,Email,5,5,5,"Device upgrade, Price discount, Loyalty points","Poor support, Dropped calls, Billing errors",Intermediate,10-20k,35-44,Debit card,No,8,0
4,7.2,8,15,2,Silver,18,49.57,3,4,Email,1,3,2,"Price discount, Device upgrade, Streaming subscription",,Intermediate,<5k,45-54,Debit card,Yes,9,1
1,5.7,4,11,3,Silver,22,25.29,1,5,Email,5,5,1,"Streaming subscription, Device upgrade",Slow data,Intermediate,20k+,35-44,Credit card,No,5,0
1,6.5,7,18,1,Silver,10,31.16,2,4,App push,5,4,2,"Streaming subscription, Extra data","Poor support, Hidden fees",Intermediate,20k+,35-44,Wallet,No,7,0
4,8.3,9,16,3,Bronze,9,15.55,4,2,Email,3,4,5,"Price discount, Loyalty points, Extra data",Slow data,Advanced,5-10k,25-34,Debit card,Yes,3,1
2,7.4,7,17,1,Silver,28,16.19,2,5,SMS,2,4,3,"Device upgrade, Loyalty points, Streaming subscription","Billing errors, Slow data",Intermediate,10-20k,35-44,Credit card,No,8,0
2,8.1,10,14,3,Bronze,34,32.1,5,2,SMS,2,5,2,Streaming subscription,"Slow data, Poor support, Dropped calls",Advanced,10-20k,18-24,Auto-pay,No,4,0
2,10.0,8,17,2,Gold,10,91.06,5,2,SMS,5,4,5,Device upgrade,,Advanced,<5k,25-34,Wallet,Yes,8,0
1,4.7,6,11,2,Gold,16,42.6,2,4,Email,5,4,2,Loyalty points,,Advanced,5-10k,25-34,Auto-pay,No,3,0
5,9.8,10,16,3,Silver,25,49.21,4,4,App push,5,4,2,Streaming subscription,,Advanced,5-10k,25-34,Cash,Yes,9,1
2,7.4,8,12,1,Gold,11,88.28,1,5,SMS,5,3,2,Loyalty points,"Poor support, Hidden fees",Advanced,<5k,25-34,Debit card,No,7,0
1,5.8,6,11,2,Bronze,19,17.64,4,2,App push,5,5,2,Loyalty points,Slow data,Advanced,5-10k,18-24,Credit card,No,4,0
2,5.1,4,15,2,Bronze,23,15.97,1,4,App push,3,4,2,"Extra data, Price discount",,Intermediate,<5k,35-44,Cash,No,8,0
1,6.9,7,13,2,Silver,66,18.75,1,4,Email,3,2,4,Streaming subscription,,Advanced,<5k,25-34,Auto-pay,No,5,0
1,8.7,6,10,4,Silver,16,31.72,5,1,App push,5,5,2,Price discount,"Hidden fees, Slow data",Intermediate,<5k,35-44,Cash,No,8,0
4,7.0,8,19,3,Silver,3,16.47,1,2,App push,3,5,3,Device upgrade,Poor support,Advanced,20k+,18-24,Wallet,Yes,5,1
5,9.6,10,10,1,Gold,4,18.03,5,2,Email,2,5,1,Price discount,Dropped calls,Advanced,5-10k,25-34,Credit card,No,2,1
1,4.9,6,21,3,Platinum,10,22.28,1,2,Email,5,4,1,Price discount,"Dropped calls, Poor support",Advanced,20k+,25-34,Debit card,No,4,0
1,7.2,8,16,2,Silver,14,105.52,3,5,App push,4,2,3,"Extra data, Streaming subscription, Device upgrade","Dropped calls, Poor support, Billing errors",Advanced,5-10k,18-24,Auto-pay,No,5,0
4,5.2,6,15,4,Gold,43,29.94,1,4,Phone call,5,4,5,Price discount,Dropped calls,Advanced,5-10k,25-34,Wallet,No,9,1
5,7.8,8,17,2,Bronze,17,24.33,1,4,Email,5,2,2,Loyalty points,"Dropped calls, Billing errors, Slow data",Advanced,5-10k,18-24,Auto-pay,No,8,1
2,8.6,8,25,3,Bronze,29,17.82,4,5,Email,2,5,4,"Loyalty points, Streaming subscription, Device upgrade",Hidden fees,Advanced,5-10k,18-24,Wallet,No,10,0
4,6.5,6,17,2,Gold,50,8.33,3,2,Email,5,3,2,Price discount,,Beginner,<5k,55+,Debit card,No,10,1
2,3.0,4,11,2,Silver,33,17.88,5,5,SMS,3,3,1,"Extra data, Loyalty points, Device upgrade","Hidden fees, Poor support",Beginner,10-20k,25-34,Debit card,No,5,0
5,7.5,9,15,2,Silver,15,14.37,2,3,App push,4,4,1,"Loyalty points, Price discount, Extra data","Slow data, Poor support, Dropped calls",Intermediate,<5k,45-54,Auto-pay,No,6,1
4,7.9,8,20,2,Bronze,18,31.7,3,5,Email,4,4,2,Price discount,,Beginner,10-20k,25-34,Debit card,No,5,1
3,7.8,8,19,3,Silver,19,40.45,2,1,SMS,2,5,1,"Loyalty points, Streaming subscription",,Intermediate,10-20k,35-44,Credit card,No,4,0
1,9.2,8,18,2,Bronze,53,41.11,5,5,Email,4,4,1,"Streaming subscription, Extra data","Poor support, Billing errors",Intermediate,<5k,35-44,Debit card,No,1,0
5,5.5,7,19,4,Silver,40,37.2,3,2,SMS,2,3,4,"Price discount, Extra data, Device upgrade",Poor support,Intermediate,<5k,35-44,Debit card,Yes,6,1
1,8.3,9,15,2,Bronze,39,22.8,2,2,Email,4,3,1,"Streaming subscription, Device upgrade, Price discount","Dropped calls, Billing errors, Poor support",Advanced,10-20k,25-34,Credit card,No,3,0
1,9.1,10,15,3,Bronze,27,18.41,5,4,SMS,4,4,3,"Device upgrade, Price discount","Slow data, Billing errors, Dropped calls",Advanced,5-10k,25-34,Cash,Yes,6,0
1,4.4,3,17,4,Bronze,23,16.27,2,2,SMS,5,2,2,"Extra data, Streaming subscription, Device upgrade","Billing errors, Hidden fees, Dropped calls",Advanced,<5k,25-34,Credit card,Yes,10,0
2,7.7,7,22,3,Bronze,17,10.71,1,4,App push,5,5,3,"Streaming subscription, Price discount","Dropped calls, Hidden fees, Billing errors",Intermediate,20k+,45-54,Debit card,No,5,0
1,6.4,7,16,4,Gold,6,42.33,1,3,Phone call,3,4,3,"Loyalty points, Price discount, Device upgrade","Slow data, Billing errors, Poor support",Intermediate,<5k,45-54,Wallet,No,6,0
3,7.1,8,20,3,Bronze,32,22.28,4,4,SMS,4,5,2,"Device upgrade, Extra data, Loyalty points","Billing errors, Dropped calls, Hidden fees",Beginner,10-20k,55+,Debit card,No,8,0
2,7.8,8,17,2,Bronze,12,12.36,4,2,Email,4,5,2,"Device upgrade, Price discount, Extra data","Poor support, Dropped calls",Advanced,20k+,18-24,Wallet,No,7,0
1,6.4,5,19,3,Silver,36,15.57,3,1,Email,3,5,4,Streaming subscription,"Billing errors, Hidden fees",Intermediate,<5k,35-44,Credit card,No,7,0
2,6.1,7,15,1,Silver,2,15.23,5,2,Email,5,5,5,"Streaming subscription, Extra data, Loyalty points",,Intermediate,<5k,45-54,Auto-pay,Yes,5,0
3,7.3,8,13,2,Bronze,7,25.12,3,3,Email,5,3,1,"Price discount, Device upgrade, Loyalty points",Billing errors,Advanced,<5k,18-24,Credit card,No,5,0
2,5.5,4,14,2,Bronze,39,44.13,1,1,Email,3,2,1,"Streaming subscription, Device upgrade, Price discount",,Advanced,5-10k,18-24,Credit card,No,4,0
4,5.5,7,22,3,Platinum,53,20.26,1,2,App push,4,4,5,"Loyalty points, Extra data","Billing errors, Poor support",Intermediate,<5k,35-44,Wallet,No,8,1
3,8.3,10,16,2,Silver,36,7.11,1,2,SMS,2,5,2,"Price discount, Extra data","Dropped calls, Poor support",Intermediate,10-20k,35-44,Wallet,No,2,0
5,5.4,6,13,2,Silver,9,22.11,1,1,SMS,5,5,3,"Streaming subscription, Extra data","Billing errors, Poor support",Intermediate,<5k,45-54,Credit card,No,8,1
4,8.3,8,14,2,Silver,42,22.51,3,3,App push,2,5,2,"Device upgrade, Streaming subscription",Slow data,Advanced,5-10k,18-24,Auto-pay,No,2,1
4,7.9,9,9,4,Bronze,9,21.68,2,5,App push,5,2,1,"Streaming subscription, Loyalty points","Dropped calls, Billing errors, Slow data",Intermediate,20k+,35-44,Debit card,Yes,8,1
2,4.4,3,14,1,Bronze,42,17.37,3,1,Email,5,5,3,"Price discount, Device upgrade","Billing errors, Poor support, Hidden fees",Advanced,10-20k,25-34,Auto-pay,No,5,0
3,6.1,6,16,1,Silver,7,27.65,4,3,Email,4,4,3,Device upgrade,,Advanced,10-20k,18-24,Debit card,No,3,0
1,9.1,7,15,2,Gold,14,25.44,5,4,Email,4,1,2,Device upgrade,,Advanced,5-10k,18-24,Debit card,No,7,0
1,5.6,7,13,4,Bronze,1,24.2,4,3,Email,5,4,3,"Loyalty points, Extra data, Device upgrade","Poor support, Slow data, Dropped calls",Intermediate,10-20k,45-54,Debit card,No,8,0
4,6.5,5,20,4,Gold,7,30.78,2,4,Email,4,1,4,"Loyalty points, Price discount","Billing errors, Hidden fees, Poor support",Intermediate,5-10k,35-44,Credit card,No,5,1
4,7.9,10,21,3,Bronze,32,19.37,4,3,Email,3,4,3,"Loyalty points, Streaming subscription",,Advanced,5-10k,25-34,Debit card,No,8,1
3,8.5,8,12,4,Bronze,70,18.77,4,3,Email,4,4,1,"Streaming subscription, Price discount",,Advanced,<5k,25-34,Debit card,No,0,0
1,6.8,7,21,2,Bronze,44,52.41,1,1,App push,5,4,3,"Extra data, Price discount, Device upgrade","Slow data, Poor support, Hidden fees",Intermediate,20k+,45-54,Credit card,No,3,0
2,6.2,5,21,4,Bronze,35,33.37,4,4,App push,5,5,4,"Loyalty points, Device upgrade, Streaming subscription","Slow data, Billing errors, Dropped calls",Advanced,5-10k,25-34,Credit card,Yes,9,0
5,9.5,9,24,1,Gold,4,38.66,4,4,Email,5,5,4,Streaming subscription,"Billing errors, Slow data",Intermediate,<5k,45-54,Credit card,Yes,5,1
4,10.0,10,17,1,Silver,14,48.15,4,1,Email,5,5,4,"Streaming subscription, Price discount, Extra data",,Advanced,5-10k,25-34,Wallet,Yes,1,1
2,8.8,6,15,1,Bronze,59,32.76,4,2,Email,5,4,1,Price discount,"Poor support, Slow data",Advanced,5-10k,25-34,Debit card,Yes,4,0
3,7.3,9,17,3,Platinum,20,40.88,2,5,Email,5,5,4,"Extra data, Streaming subscription",,Advanced,10-20k,25-34,Wallet,No,4,0
4,5.9,6,16,3,Gold,6,10.29,5,3,Email,2,5,4,Loyalty points,,Advanced,10-20k,25-34,Auto-pay,No,6,1
1,5.9,4,24,2,Gold,14,27.45,1,3,App push,4,2,1,"Price discount, Device upgrade","Slow data, Dropped calls, Hidden fees",Intermediate,10-20k,35-44,Cash,Yes,5,0
1,8.0,7,11,4,Platinum,1,22.19,5,5,App push,5,4,3,"Streaming subscription, Extra data",,Advanced,<5k,25-34,Auto-pay,No,6,0
2,7.9,10,14,2,Bronze,37,61.73,1,4,App push,5,3,2,Device upgrade,Dropped calls,Advanced,5-10k,25-34,Credit card,Yes,6,0
4,9.4,8,15,1,Gold,5,40.86,4,3,App push,5,1,4,"Streaming subscription, Device upgrade, Loyalty points","Hidden fees, Billing errors",Intermediate,5-10k,45-54,Credit card,No,9,1
5,8.2,7,18,2,Silver,20,17.34,3,4,Phone call,3,5,2,Device upgrade,,Advanced,<5k,25-34,Debit card,Yes,7,1
1,4.8,6,9,3,Gold,6,30.12,3,5,App push,5,5,3,Price discount,Hidden fees,Advanced,5-10k,25-34,Debit card,Yes,7,0
2,8.9,9,11,3,Gold,22,26.9,2,3,Phone call,5,3,5,"Device upgrade, Loyalty points, Streaming subscription",,Intermediate,10-20k,45-54,Wallet,Yes,9,0
3,5.6,4,12,2,Bronze,36,126.0,2,3,SMS,2,5,4,"Device upgrade, Extra data","Poor support, Hidden fees",Intermediate,<5k,35-44,Debit card,No,5,0
1,6.6,7,13,3,Gold,12,14.01,1,2,SMS,4,5,5,"Loyalty points, Streaming subscription",,Advanced,5-10k,18-24,Credit card,No,3,0
3,7.6,6,10,2,Bronze,49,29.9,1,5,App push,3,5,5,Streaming subscription,Billing errors,Intermediate,<5k,45-54,Cash,Yes,9,0
5,10.0,10,10,3,Bronze,33,21.64,5,4,Phone call,4,3,1,"Device upgrade, Loyalty points, Streaming subscription","Poor support, Slow data",Intermediate,<5k,35-44,Debit card,No,6,1
4,10.0,10,21,4,Bronze,29,28.66,3,1,Email,1,5,4,"Device upgrade, Extra data",Hidden fees,Advanced,<5k,25-34,Credit card,Yes,6,1
1,8.2,9,15,1,Platinum,48,16.47,3,5,SMS,4,4,3,"Loyalty points, Device upgrade, Streaming subscription",,Advanced,20k+,18-24,Debit card,No,4,0
1,6.9,7,15,4,Bronze,23,17.78,1,3,Email,4,4,5,"Extra data, Loyalty points, Streaming subscription","Slow data, Poor support, Dropped calls",Intermediate,10-20k,35-44,Auto-pay,No,4,0
4,8.1,10,16,3,Silver,14,46.79,4,1,App push,5,2,2,"Device upgrade, Streaming subscription",Dropped calls,Intermediate,20k+,35-44,Wallet,Yes,8,1
3,8.6,9,14,2,Silver,26,13.76,5,3,Email,5,1,5,"Streaming subscription, Loyalty points, Extra data","Slow data, Poor support",Intermediate,5-10k,25-34,Debit card,No,8,0
3,6.7,5,19,4,Platinum,6,14.33,1,3,App push,5,5,4,"Price discount, Device upgrade, Extra data","Hidden fees, Poor support",Beginner,<5k,45-54,Debit card,No,8,0
1,10.0,10,9,2,Bronze,38,23.85,3,5,Phone call,3,4,4,"Price discount, Extra data, Streaming subscription",,Intermediate,5-10k,35-44,Credit card,No,8,0
4,7.6,10,19,2,Gold,38,16.05,2,2,App push,2,3,1,Loyalty points,"Poor support, Slow data",Advanced,5-10k,18-24,Debit card,No,7,1
2,8.0,7,16,1,Gold,16,15.08,4,5,Email,5,3,1,Price discount,"Poor support, Billing errors, Dropped calls",Advanced,10-20k,25-34,Wallet,No,6,0
3,8.3,8,13,2,Silver,12,25.99,5,3,Email,3,5,4,"Extra data, Price discount",,Advanced,<5k,25-34,Debit card,No,6,0
1,7.9,8,15,3,Silver,23,10.72,3,1,Email,5,1,1,"Price discount, Extra data",,Intermediate,5-10k,35-44,Credit card,No,9,0
1,8.5,8,11,3,Gold,5,14.09,5,5,Email,5,5,5,"Streaming subscription, Extra data, Loyalty points",Poor support,Advanced,<5k,18-24,Auto-pay,No,5,0
2,6.2,5,12,4,Gold,14,75.93,1,3,SMS,4,2,1,"Loyalty points, Price discount, Extra data","Hidden fees, Dropped calls, Poor support",Intermediate,5-10k,35-44,Wallet,No,7,0
1,6.3,8,21,2,Gold,46,31.59,3,2,App push,5,3,4,"Loyalty points, Price discount, Streaming subscription","Poor support, Billing errors, Slow data",Intermediate,10-20k,35-44,Cash,No,4,0
2,5.4,8,20,1,Bronze,7,16.27,3,3,Email,2,4,2,Device upgrade,Hidden fees,Intermediate,5-10k,45-54,Credit card,No,4,0
2,7.9,8,17,1,Gold,51,30.88,2,5,App push,4,4,4,"Extra data, Loyalty points",,Advanced,5-10k,25-34,Credit card,No,5,0
1,8.4,7,15,2,Silver,27,33.52,5,2,Phone call,5,4,4,"Device upgrade, Extra data, Loyalty points",,Intermediate,5-10k,45-54,Credit card,No,4,0
1,7.9,6,15,4,Silver,30,42.39,3,1,SMS,4,4,2,"Streaming subscription, Extra data",,Advanced,5-10k,18-24,Cash,No,8,0
3,9.9,10,11,3,Gold,12,22.88,4,1,Phone call,5,5,1,Extra data,"Poor support, Slow data",Intermediate,10-20k,45-54,Credit card,No,3,0
1,7.2,9,10,2,Bronze,9,41.97,1,2,App push,2,5,1,"Device upgrade, Price discount, Extra data",,Advanced,20k+,18-24,Wallet,Yes,6,0
1,8.3,9,27,4,Gold,16,8.0,5,4,Email,4,1,3,"Device upgrade, Loyalty points","Slow data, Billing errors",Advanced,20k+,25-34,Auto-pay,No,6,0
2,5.5,5,12,3,Silver,61,13.72,1,3,Email,4,4,3,"Loyalty points, Price discount, Extra data",,Intermediate,10-20k,35-44,Debit card,No,1,0
5,6.6,6,16,1,Gold,11,26.85,3,2,Email,5,5,4,Price discount,,Beginner,5-10k,18-24,Debit card,No,5,1
4,8.3,7,12,3,Bronze,1,29.41,5,1,Email,3,4,3,"Device upgrade, Price discount",,Advanced,10-20k,25-34,Cash,Yes,7,1
5,8.6,10,17,2,Silver,21,14.86,5,2,App push,4,2,3,"Device upgrade, Loyalty points, Extra data","Billing errors, Poor support",Intermediate,5-10k,35-44,Auto-pay,Yes,7,1
4,6.7,8,14,1,Gold,44,28.29,2,5,SMS,5,5,2,"Loyalty points, Price discount, Device upgrade","Hidden fees, Billing errors",Intermediate,5-10k,35-44,Wallet,No,5,1
1,7.1,5,11,2,Bronze,23,17.41,1,2,App push,3,5,1,Extra data,"Slow data, Billing errors",Intermediate,10-20k,35-44,Credit card,No,8,0
2,4.8,7,16,2,Bronze,64,21.07,1,5,Email,5,4,2,"Extra data, Streaming subscription, Loyalty points","Slow data, Poor support",Beginner,<5k,35-44,Credit card,No,6,0
3,6.6,7,13,2,Platinum,32,43.1,3,3,SMS,4,2,5,Loyalty points,,Advanced,20k+,25-34,Wallet,No,6,0
2,8.6,10,10,2,Bronze,24,40.44,5,1,App push,5,2,5,Loyalty points,,Advanced,5-10k,25-34,Cash,No,7,0
1,8.1,6,17,1,Platinum,15,14.18,5,5,App push,5,5,2,"Extra data, Streaming subscription",,Beginner,10-20k,25-34,Credit card,No,8,0
1,8.0,6,21,3,Bronze,29,13.72,2,3,Email,3,3,3,"Price discount, Device upgrade, Loyalty points",,Advanced,10-20k,18-24,Debit card,No,4,0
1,7.3,7,12,4,Silver,4,19.57,4,4,SMS,4,4,5,Device upgrade,"Poor support, Hidden fees, Dropped calls",Intermediate,20k+,45-54,Wallet,No,5,0
2,7.2,8,14,3,Gold,61,24.17,5,5,App push,5,4,3,Price discount,"Dropped calls, Poor support",Beginner,10-20k,35-44,Credit card,No,4,0
4,6.1,8,17,2,Silver,36,68.32,2,1,App push,4,3,1,"Streaming subscription, Price discount","Hidden fees, Poor support, Slow data",Advanced,10-20k,25-34,Wallet,No,5,1
1,8.3,9,12,2,Silver,36,43.48,4,1,SMS,5,5,1,"Loyalty points, Price discount, Device upgrade","Slow data, Dropped calls, Hidden fees",Advanced,<5k,25-34,Credit card,No,10,0
2,7.9,8,14,2,Silver,19,29.7,3,4,Email,4,5,3,"Device upgrade, Streaming subscription",,Advanced,5-10k,45-54,Wallet,Yes,7,0
2,8.0,7,19,1,Gold,50,30.67,5,2,Email,2,5,5,"Extra data, Loyalty points",Slow data,Advanced,<5k,18-24,Cash,Yes,3,0
4,6.4,8,12,3,Bronze,17,12.22,5,1,SMS,4,2,4,Extra data,"Hidden fees, Slow data",Intermediate,10-20k,35-44,Credit card,No,4,1
4,3.8,3,15,3,Silver,12,46.62,1,1,App push,5,2,1,"Device upgrade, Price discount, Loyalty points",Hidden fees,Advanced,5-10k,25-34,Cash,No,7,1
2,9.0,10,10,3,Bronze,20,5.2,4,1,App push,4,4,1,"Extra data, Streaming subscription, Price discount",Poor support,Intermediate,10-20k,35-44,Wallet,No,4,0
1,6.4,6,14,3,Silver,37,38.81,2,4,App push,5,3,4,"Streaming subscription, Price discount, Loyalty points",Poor support,Advanced,<5k,18-24,Auto-pay,Yes,4,0
2,5.8,8,19,2,Bronze,11,41.01,4,1,SMS,5,5,5,Streaming subscription,"Dropped calls, Billing errors",Intermediate,<5k,45-54,Debit card,No,9,0
1,8.3,9,16,2,Bronze,9,19.34,5,3,App push,4,3,4,Price discount,"Dropped calls, Poor support, Slow data",Intermediate,10-20k,45-54,Cash,No,4,0
5,6.6,6,19,3,Silver,9,49.41,5,4,Email,2,4,4,Loyalty points,Billing errors,Intermediate,<5k,35-44,Cash,No,8,1
2,8.9,8,18,2,Bronze,13,23.7,4,3,Phone call,5,4,1,"Extra data, Loyalty points, Device upgrade",,Intermediate,<5k,35-44,Debit card,No,9,0
2,8.2,8,12,2,Bronze,39,25.39,5,1,SMS,4,5,5,"Streaming subscription, Device upgrade, Extra data",,Intermediate,<5k,45-54,Wallet,No,4,0
2,8.3,9,15,2,Silver,23,29.57,4,4,Email,5,2,4,,"Poor support, Hidden fees, Billing errors",Intermediate,20k+,35-44,Credit card,No,4,0
2,5.0,5,12,2,Silver,6,141.54,2,1,App push,4,4,2,"Price discount, Device upgrade, Loyalty points","Dropped calls, Billing errors, Hidden fees",Advanced,10-20k,18-24,Credit card,No,5,0
5,9.1,8,18,1,Gold,85,51.39,3,4,SMS,4,3,4,"Price discount, Loyalty points, Streaming subscription","Billing errors, Slow data",Intermediate,5-10k,35-44,Debit card,Yes,3,1
5,7.6,7,116,3,Silver,20,36.08,3,5,App push,5,5,2,"Loyalty points, Price discount, Extra data",,Intermediate,5-10k,35-44,Credit card,Yes,6,1
2,6.6,7,12,4,Bronze,13,14.85,5,3,App push,4,1,1,"Streaming subscription, Device upgrade",,Advanced,5-10k,25-34,Auto-pay,Yes,5,0
2,7.4,5,12,2,Silver,8,26.55,1,3,SMS,4,5,2,Streaming subscription,"Dropped calls, Hidden fees",Intermediate,10-20k,35-44,Cash,No,7,0
1,4.4,5,16,1,Bronze,11,15.69,1,3,App push,4,5,1,Extra data,"Poor support, Dropped calls, Slow data",Intermediate,10-20k,45-54,Debit card,Yes,9,0
1,7.9,7,15,3,Gold,21,38.56,3,2,Email,4,3,2,"Loyalty points, Extra data, Streaming subscription",Poor support,Intermediate,<5k,45-54,Wallet,Yes,8,0
2,5.6,4,12,2,Platinum,16,26.5,2,5,SMS,4,5,3,"Loyalty points, Price discount, Device upgrade",,Advanced,<5k,25-34,Debit card,Yes,7,0
4,5.0,3,5,2,Silver,10,13.22,5,5,Phone call,5,1,3,Price discount,Poor support,Advanced,<5k,18-24,Debit card,Yes,1,1
2,4.8,3,18,1,Silver,25,25.65,1,2,App push,4,5,3,"Device upgrade, Streaming subscription, Loyalty points","Slow data, Dropped calls",Beginner,10-20k,55+,Credit card,No,7,0
2,9.0,7,19,2,Bronze,28,15.38,2,4,Email,4,4,2,Loyalty points,"Billing errors, Slow data",Intermediate,10-20k,45-54,Debit card,Yes,10,0
3,6.2,5,14,3,Silver,32,26.66,2,5,Email,5,4,1,"Loyalty points, Extra data, Streaming subscription",Billing errors,Advanced,5-10k,18-24,Credit card,No,0,0
3,9.7,10,18,3,Gold,21,15.29,2,5,Email,3,4,4,"Extra data, Device upgrade, Price discount","Poor support, Hidden fees",Intermediate,<5k,45-54,Cash,No,8,0
1,6.3,6,10,2,Bronze,27,24.91,1,3,App push,3,2,2,"Extra data, Price discount","Hidden fees, Poor support, Dropped calls",Intermediate,<5k,45-54,Debit card,Yes,6,0
2,4.5,5,13,2,Bronze,31,37.07,1,3,Phone call,5,5,2,"Price discount, Streaming subscription, Loyalty points","Hidden fees, Slow data",Advanced,20k+,25-34,Credit card,No,4,0
